match_id,stage,group,home_ref,away_ref,kickoff_utc,venue_country
G_A_1,GROUP,A,QAT,ECU,2022-11-20T16:00:00Z,QAT
G_A_2,GROUP,A,SEN,NED,2022-11-21T16:00:00Z,QAT
G_A_3,GROUP,A,QAT,SEN,2022-11-25T13:00:00Z,QAT
G_A_4,GROUP,A,NED,ECU,2022-11-25T16:00:00Z,QAT
G_A_5,GROUP,A,ECU,SEN,2022-11-29T15:00:00Z,QAT
G_A_6,GROUP,A,NED,QAT,2022-11-29T15:00:00Z,QAT
G_B_1,GROUP,B,ENG,IRN,2022-11-21T13:00:00Z,QAT
G_B_2,GROUP,B,USA,WAL,2022-11-21T19:00:00Z,QAT
G_B_3,GROUP,B,WAL,IRN,2022-11-25T10:00:00Z,QAT
G_B_4,GROUP,B,ENG,USA,2022-11-25T19:00:00Z,QAT
G_B_5,GROUP,B,WAL,ENG,2022-11-29T19:00:00Z,QAT
G_B_6,GROUP,B,IRN,USA,2022-11-29T19:00:00Z,QAT
G_C_1,GROUP,C,ARG,KSA,2022-11-22T10:00:00Z,QAT
G_C_2,GROUP,C,MEX,POL,2022-11-22T16:00:00Z,QAT
G_C_3,GROUP,C,POL,KSA,2022-11-26T13:00:00Z,QAT
G_C_4,GROUP,C,ARG,MEX,2022-11-26T19:00:00Z,QAT
G_C_5,GROUP,C,POL,ARG,2022-11-30T19:00:00Z,QAT
G_C_6,GROUP,C,KSA,MEX,2022-11-30T19:00:00Z,QAT
G_D_1,GROUP,D,DEN,TUN,2022-11-22T13:00:00Z,QAT
G_D_2,GROUP,D,FRA,AUS,2022-11-22T19:00:00Z,QAT
G_D_3,GROUP,D,TUN,AUS,2022-11-26T10:00:00Z,QAT
G_D_4,GROUP,D,FRA,DEN,2022-11-26T16:00:00Z,QAT
G_D_5,GROUP,D,AUS,DEN,2022-11-30T15:00:00Z,QAT
G_D_6,GROUP,D,TUN,FRA,2022-11-30T15:00:00Z,QAT
G_E_1,GROUP,E,GER,JPN,2022-11-23T13:00:00Z,QAT
G_E_2,GROUP,E,ESP,CRC,2022-11-23T16:00:00Z,QAT
G_E_3,GROUP,E,JPN,CRC,2022-11-27T10:00:00Z,QAT
G_E_4,GROUP,E,ESP,GER,2022-11-27T19:00:00Z,QAT
G_E_5,GROUP,E,JPN,ESP,2022-12-01T19:00:00Z,QAT
G_E_6,GROUP,E,CRC,GER,2022-12-01T19:00:00Z,QAT
G_F_1,GROUP,F,MAR,CRO,2022-11-23T10:00:00Z,QAT
G_F_2,GROUP,F,BEL,CAN,2022-11-23T19:00:00Z,QAT
G_F_3,GROUP,F,BEL,MAR,2022-11-27T13:00:00Z,QAT
G_F_4,GROUP,F,CRO,CAN,2022-11-27T16:00:00Z,QAT
G_F_5,GROUP,F,CAN,MAR,2022-12-01T15:00:00Z,QAT
G_F_6,GROUP,F,CRO,BEL,2022-12-01T15:00:00Z,QAT
G_G_1,GROUP,G,SUI,CMR,2022-11-24T10:00:00Z,QAT
G_G_2,GROUP,G,BRA,SRB,2022-11-24T19:00:00Z,QAT
G_G_3,GROUP,G,CMR,SRB,2022-11-28T10:00:00Z,QAT
G_G_4,GROUP,G,BRA,SUI,2022-11-28T16:00:00Z,QAT
G_G_5,GROUP,G,SRB,SUI,2022-12-02T19:00:00Z,QAT
G_G_6,GROUP,G,CMR,BRA,2022-12-02T19:00:00Z,QAT
G_H_1,GROUP,H,URU,KOR,2022-11-24T13:00:00Z,QAT
G_H_2,GROUP,H,POR,GHA,2022-11-24T16:00:00Z,QAT
G_H_3,GROUP,H,KOR,GHA,2022-11-28T13:00:00Z,QAT
G_H_4,GROUP,H,POR,URU,2022-11-28T19:00:00Z,QAT
G_H_5,GROUP,H,GHA,URU,2022-12-02T15:00:00Z,QAT
G_H_6,GROUP,H,KOR,POR,2022-12-02T15:00:00Z,QAT
M1,R16,,NED,USA,2022-12-03T15:00:00Z,QAT
M2,R16,,ARG,AUS,2022-12-03T19:00:00Z,QAT
M3,R16,,FRA,POL,2022-12-04T15:00:00Z,QAT
M4,R16,,ENG,SEN,2022-12-04T19:00:00Z,QAT
M5,R16,,JPN,CRO,2022-12-05T15:00:00Z,QAT
M6,R16,,BRA,KOR,2022-12-05T19:00:00Z,QAT
M7,R16,,MAR,ESP,2022-12-06T15:00:00Z,QAT
M8,R16,,POR,SUI,2022-12-06T19:00:00Z,QAT
M9,QF,,CRO,BRA,2022-12-09T15:00:00Z,QAT
M10,QF,,NED,ARG,2022-12-09T19:00:00Z,QAT
M11,QF,,MAR,POR,2022-12-10T15:00:00Z,QAT
M12,QF,,ENG,FRA,2022-12-10T19:00:00Z,QAT
M13,SF,,ARG,CRO,2022-12-13T19:00:00Z,QAT
M14,SF,,FRA,MAR,2022-12-14T19:00:00Z,QAT
M15,THIRD_PLACE,,CRO,MAR,2022-12-17T15:00:00Z,QAT
M16,FINAL,,ARG,FRA,2022-12-18T15:00:00Z,QAT
